Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
9,RPL3,-0.51,90.7,2.77E-72
9,BST2,-0.63,23.5,2.92E-72
9,MFNG,-0.5,10.4,3.08E-72
9,TRAF1,-0.26,8.7,3.13E-72
9,SLAMF7,-1.14,25.1,3.37E-72
9,ST6GALNAC6,-0.41,10.4,3.42E-72
9,IL6ST,-0.74,20.1,3.95E-72
9,BCAP31,-0.43,33.4,4.46E-72
9,SNRPB,-0.26,46.5,6.66E-72
9,ADAR,-0.36,40.3,8.80E-72
9,GABARAPL2,-0.42,28,9.99E-72
9,CCNL1,-0.54,63.1,1.14E-71
9,CLIC1,-0.35,69.7,1.19E-71
9,FLI1,-0.26,10.7,1.34E-71
9,ABRACL,-0.42,20.8,1.38E-71
9,MGAT1,-0.39,23.5,1.56E-71
9,HMGN4,-0.67,15.2,2.35E-71
9,NONO,-0.29,45.8,2.48E-71
9,RAD21,-0.28,26.3,2.55E-71
9,DNAJA1,-0.77,59.9,2.59E-71
9,CD58,-0.87,15.9,2.86E-71
9,PTPN4,-0.73,20.1,2.91E-71
9,IFITM1,-0.71,51.6,3.53E-71
9,VAMP8,-0.43,32.9,4.15E-71
9,PSMB1,-0.46,45,4.51E-71
9,ERP44,-0.26,27.2,4.73E-71
9,TMEM109,-0.67,12.8,5.43E-71
9,POLR2J3,-0.35,56.6,5.46E-71
9,RPS3,-0.51,91.7,6.09E-71
9,RFTN1,-0.41,6.9,6.32E-71
9,XRN1,-0.46,35.8,7.39E-71
9,SEC61B,-0.51,25.6,8.01E-71
9,GBP2,-0.6,32.5,8.78E-71
9,NDUFV2,-0.67,32.2,9.32E-71
9,LDLRAD4,-0.7,21.3,1.02E-70
9,ARID4B,-0.43,49.3,1.15E-70
9,PPIA,-0.31,81.3,1.43E-70
9,CAMK4,-0.77,6.4,1.64E-70
9,PRELID1,-0.53,26.3,2.15E-70
9,OS9,-0.39,34.3,2.25E-70
9,RAB27A,-0.62,14.4,2.31E-70
9,CRBN,-0.6,20.9,2.70E-70
9,IST1,-0.53,40.5,2.95E-70
9,ATXN1,-0.39,13.5,4.45E-70
9,PSME2,-0.58,50.3,4.70E-70
9,ZBTB1,-0.47,15.2,7.63E-70
9,IDH2,-0.68,36.9,1.19E-69
9,DNAJC8,-0.51,26.6,1.44E-69
9,ENSA,-0.37,31.8,1.49E-69
9,ERP29,-0.54,32.9,1.51E-69
9,HMGN1,-0.62,52.6,1.67E-69
9,WBP2,-0.33,30.6,1.73E-69
9,ZCCHC11,-0.28,36.5,1.79E-69
9,ZFAND6,-0.47,22.3,1.92E-69
9,NRBP1,-0.38,24,3.87E-69
9,SIRPG,-0.74,2.1,5.51E-69
9,NDUFC2,-0.3,23.2,6.26E-69
9,WAC,-0.4,33.7,6.47E-69
9,RAB5C,-0.35,20.9,6.72E-69
9,ABI3,-0.58,7.6,8.11E-69
9,USP3,-0.44,33.6,8.45E-69
9,RPL23,-0.31,68.9,9.14E-69
9,SPPL2A,-0.69,40,9.95E-69
9,CIB1,-0.45,46.5,1.00E-68
9,IL32,-1.25,66.6,1.04E-68
9,HELZ,-0.36,27.3,1.21E-68
9,COX7C,-0.27,46.9,1.58E-68
9,RAB8A,-0.28,27.2,1.62E-68
9,RPLP2,-0.33,70.4,1.75E-68
9,POF1B,0.3,41.3,2.11E-68
9,IL21R,-0.35,17,2.46E-68
9,NFE2L2,-0.66,40.5,2.57E-68
9,UBB,-0.44,91.7,2.71E-68
9,BNIP2,-0.44,29.6,2.78E-68
9,SIT1,-0.84,3.1,3.53E-68
9,ITSN2,-0.41,41.7,3.56E-68
9,IRF9,-0.64,34.9,3.83E-68
9,CDC42EP3,-0.47,23.4,3.93E-68
9,EIF4A2,-0.28,65.1,9.14E-68
9,UBXN4,-0.48,45,1.03E-67
9,POLR2E,-0.44,30.6,1.04E-67
9,TMED5,-0.42,26,1.10E-67
9,NINJ1,-0.73,19,1.41E-67
9,NOP58,-0.6,43.6,1.59E-67
9,TMEM9B,-0.51,13.1,1.79E-67
9,TLN2,0.34,23.2,1.84E-67
9,SNX17,-0.39,17.3,1.86E-67
9,SS18,-0.6,18.5,2.19E-67
9,RGS19,-0.68,7.6,2.44E-67
9,COX8A,-0.35,33.7,2.47E-67
9,RPL41,-0.42,87.9,2.75E-67
9,TMPRSS4,0.75,52.2,4.29E-67
9,PAN3,-0.29,26.8,4.39E-67
9,MRPS6,-0.55,19.7,4.71E-67
9,THEMIS,-0.44,4.7,5.34E-67
9,H2AFZ,-0.45,46.2,5.52E-67
9,CHCHD2,-0.36,56.9,5.79E-67
9,SSH2,-0.47,23.4,7.00E-67
9,PPP3CC,-0.6,8.3,7.20E-67
9,ERN2,0.62,46.2,1.01E-66
9,PRKCQ,-0.29,5.9,1.28E-66
9,DUSP10,-0.57,11.1,1.41E-66
9,CALCOCO2,-0.33,42.4,1.41E-66
9,GZMH,-1.98,13.8,1.66E-66
9,ARF5,-0.43,22,1.70E-66
9,STARD7,-0.34,28.2,1.88E-66
9,POLR2G,-0.56,20.6,2.02E-66
9,NDUFB8,-0.44,35.8,2.52E-66
9,RPA2,-0.55,14.9,2.55E-66
9,RPS29,-0.38,74.7,2.59E-66
9,SFT2D1,-0.55,18.5,2.71E-66
9,SCAF11,-0.37,54.2,2.88E-66
9,CHURC1,-0.34,31.7,3.11E-66
9,TMEM154,-0.3,25.1,3.80E-66
9,OXNAD1,-0.38,10,4.26E-66
9,ACTG1,-0.48,94.8,4.31E-66
9,VOPP1,-0.45,25.4,4.51E-66
9,NFKB1,-0.63,16.3,4.80E-66
9,ICAM2,-0.73,18.7,5.68E-66
9,PSMD6,-0.57,21.1,6.14E-66
9,CCDC88C,-0.33,17.6,6.93E-66
9,HES1,0.26,34.4,8.13E-66
9,SLA2,-0.44,9.5,1.01E-65
9,PPP1R16B,-0.64,5.9,1.07E-65
9,HNRNPUL1,-0.27,28.9,1.07E-65
9,HIGD2A,-0.45,21.5,1.08E-65
9,HSPA9,-0.47,47.8,1.51E-65
9,NUP98,-0.44,31.7,1.65E-65
9,SHOC2,-0.29,16.4,1.81E-65
9,SLC38A2,-0.55,43.4,1.98E-65
9,JTB,-0.38,32.4,2.11E-65
9,SEC62,-0.42,32.5,2.11E-65
9,TMCO1,-0.6,28,2.29E-65
9,BATF,-1,7.3,2.57E-65
9,EIF4A3,-0.76,38.8,2.67E-65
9,RGS10,-0.66,4.3,3.19E-65
9,CANX,-0.29,46.7,3.41E-65
9,PFKFB3,-0.41,20.1,3.48E-65
9,BRD2,-0.48,58,3.72E-65
9,CD8A,-1.4,11.6,4.63E-65
9,EMC7,-0.75,15.1,5.26E-65
9,HERPUD1,-1.23,61.4,5.63E-65
9,CCDC18-AS1,-0.55,40.7,7.45E-65
9,SLC44A2,-0.35,23.4,7.87E-65
9,RGPD5,-0.64,37.4,1.01E-64
9,RAP1A,-0.4,18,1.11E-64
9,TMX4,-0.29,18.3,1.46E-64
9,ARAP2,-0.46,24.7,1.50E-64
9,VCP,-0.27,42,1.57E-64
9,LINC01578,-0.49,16.3,1.63E-64
9,PRAP1,0.7,26.3,2.08E-64
9,PIK3R5,-0.31,6.4,2.44E-64
9,LY9,-0.64,15.9,2.49E-64
9,NUCB2,-0.5,43.4,2.70E-64
9,N4BP2L1,-0.45,15.9,2.75E-64
9,PTPN6,-0.67,29.4,2.76E-64
9,MIER1,-0.3,36.7,2.83E-64
9,ARL6IP1,-0.32,47.4,3.11E-64
9,FYTTD1,-0.28,34.3,3.57E-64
9,FOXP1,-0.55,59,4.46E-64
9,GATA3,-0.36,5.5,4.64E-64
9,TRPV2,-0.4,5.9,4.99E-64
9,ADAM19,-0.31,15.1,5.13E-64
9,SNX20,-0.36,8.3,5.14E-64
9,FNTA,-0.27,50.3,5.30E-64
9,OSBPL3,-0.43,17,5.52E-64
9,EML4,-0.47,48.3,6.16E-64
9,C18ORF32,-0.49,31.5,7.86E-64
9,RPL26,-0.29,66.1,8.25E-64
9,INPP4B,-0.51,17.1,9.78E-64
9,DDIT4,-0.93,39.8,1.04E-63
9,TBRG1,-0.45,33.2,1.08E-63
9,COPE,-0.34,46,1.17E-63
9,ERAP1,-0.37,15.9,1.72E-63
9,PSMD8,-0.36,34.1,2.02E-63
9,GOLGA7,-0.49,14.7,2.03E-63
9,MAT2A,-0.39,31.3,2.13E-63
9,TMEM243,-0.64,13.7,2.15E-63
9,GPR171,-1.14,6.1,2.54E-63
9,NAMPT,-0.87,52.1,2.70E-63
9,TMEM179B,-0.74,14.4,3.04E-63
9,IPCEF1,-0.52,5.4,3.73E-63
9,SEC11C,-0.88,21.6,6.11E-63
9,FXYD3,1.2,49.8,7.65E-63
9,PER1,-0.36,16.8,8.23E-63
9,MAP3K8,-0.68,23.5,8.23E-63
9,HAX1,-0.57,17.8,9.28E-63
9,LPIN2,-0.51,17,9.81E-63
9,SATB1,-0.57,12.6,1.24E-62
9,AKIRIN2,-0.46,11.8,1.26E-62
9,RPN1,-0.4,40,1.34E-62
9,RNF4,-0.36,27.7,1.48E-62
9,PCMT1,-0.44,21.8,1.58E-62
9,DOCK11,-0.29,8.3,1.70E-62
9,PSMA6,-0.48,45.5,1.72E-62
9,LAPTM4A,-0.55,31,1.78E-62
9,HNF4A,0.61,40.1,4.61E-62
9,HNRNPH2,-0.43,20.4,4.87E-62
9,EIF3M,-0.35,38.9,5.02E-62
9,ERAP2,-0.42,26,6.38E-62
9,SF3B2,-0.3,45.7,6.40E-62
9,PPHLN1,-0.5,38.4,7.22E-62
9,NOP10,-0.29,17.6,9.46E-62
9,GABPB1,-0.49,25.8,1.00E-61
9,TRIM2,0.48,39.8,1.14E-61
9,SNX1,-0.38,33.6,1.15E-61
9,MFSD14A,-0.57,9.7,1.33E-61
9,PTPN2,-0.51,36.9,1.45E-61
9,MAF1,-0.37,17.6,1.83E-61
9,GLS,-0.45,27,1.85E-61
9,HM13,-0.6,45.3,1.85E-61
9,SAR1B,-0.32,39.1,3.06E-61
9,RAPGEF1,-0.29,13.1,3.12E-61
9,PSMB8,-0.45,44.5,4.02E-61
9,CCPG1,-0.53,30.3,4.32E-61
9,ATXN10,-0.48,23,4.77E-61
9,CCSER2,-0.49,15.6,5.65E-61
9,IL17RB,0.32,28,8.44E-61
9,SOAT1,-0.28,21.3,8.68E-61
9,EIF3D,-0.34,36.2,8.99E-61
9,SAMD9L,-0.57,15.9,9.06E-61
9,EPS8L2,0.58,37.2,9.14E-61
9,EMC3,-0.39,34.8,9.89E-61
9,VAMP5,-0.6,3.3,1.13E-60
9,RBBP4,-0.4,37.4,1.61E-60
9,C15ORF57,-0.43,22.1,1.83E-60
9,ANXA5,-0.55,43.6,1.89E-60
9,GABARAPL1,-0.5,12.5,2.06E-60
9,SH3GLB1,-0.3,30.3,2.29E-60
9,ROCK1P1,0.38,61.1,2.55E-60
9,TMEM258,-0.28,24.4,2.93E-60
9,NPC1,-0.47,29.2,3.30E-60
9,PDHB,-0.33,32.2,3.42E-60
9,LMBRD1,-0.27,14.9,3.49E-60
9,SOCS3,-0.42,14.4,3.60E-60
9,GGNBP2,-0.47,38.1,3.79E-60
9,KLRK1,-1.34,38.6,5.74E-60
9,UNC13D,-0.36,11.4,6.02E-60
9,PSMC2,-0.55,12.1,6.72E-60
9,API5,-0.38,19.7,6.87E-60
9,CNOT2,-0.44,42.4,7.99E-60
9,PPP6R3,-0.28,21.5,8.01E-60
9,PAPD4,-0.44,16.1,8.10E-60
9,ATRAID,-0.63,24.7,8.15E-60
9,RAB6A,-0.32,25.8,8.22E-60
9,SNRPG,-0.33,32.5,1.07E-59
9,PHF11,-0.53,20.9,1.22E-59
9,KIAA1217,0.28,28.5,1.46E-59
9,AMZ2,-0.45,18.2,1.48E-59
9,UGP2,-0.61,22,1.54E-59
9,STAT1,-0.44,42.2,1.75E-59
9,ATP2B1,-0.48,38.2,1.89E-59
9,RACK1,-0.3,85.1,2.23E-59
9,RNF10,-0.41,27.3,2.68E-59
9,ATRX,-0.71,57.8,3.02E-59
9,RABAC1,-0.51,28.9,3.20E-59
9,MYO5A,-0.26,14.4,3.28E-59
9,CD82,-0.97,35.5,3.36E-59
9,HNRNPLL,-0.49,12.8,3.77E-59
9,ANKRD10,-0.66,46.4,4.00E-59
9,ATP2C2,0.34,21.6,4.53E-59
9,NAGK,-0.67,28.2,5.92E-59
9,NABP1,-0.69,77.5,8.73E-59
9,BRE,-0.33,15.4,9.84E-59
9,SLAMF1,-0.64,2.2,1.01E-58
9,RAB29,-0.47,18.2,1.02E-58
9,ADPGK,-0.47,25.8,1.03E-58
9,RNF213,-0.49,70.1,1.16E-58
9,SLC25A6,-0.31,62.3,1.16E-58
9,SUMF2,-0.29,33.4,1.29E-58
9,AKR1B1,-0.7,15.7,1.37E-58
9,SDHA,-0.48,37.9,1.39E-58
9,CCL4,-2.67,37.5,1.42E-58
9,LAMTOR1,-0.47,19.9,1.47E-58
9,PJA2,-0.26,20.1,1.83E-58
9,DCK,-0.39,10.4,2.48E-58
9,NCOA3,-0.27,27.9,2.90E-58
9,KLRB1,-0.89,9,3.20E-58
9,SSU72,-0.29,36.5,3.23E-58
9,ATG13,-0.28,23.4,3.79E-58
9,GRAP2,-0.61,2.9,4.17E-58
9,TET2,-0.42,40.1,4.27E-58
9,FUT3,0.47,24.9,5.12E-58
9,COQ10B,-0.48,22.8,6.60E-58
9,MDH1,-0.32,26.5,6.74E-58
9,CKB,0.99,29.8,6.92E-58
9,ZCCHC6,-0.39,27.7,7.21E-58
9,FOXN3,-0.45,33.2,7.42E-58
9,ATG12,-0.49,25.3,8.25E-58
9,PATL2,-0.62,12.5,8.33E-58
9,PDE7A,-0.38,8.8,9.13E-58
9,CDC14A,-0.37,9,9.50E-58
9,RASSF1,-0.38,16.1,1.03E-57
9,TFRC,-0.67,32.9,1.27E-57
9,FBXO7,-0.39,21.5,1.45E-57
9,PNPLA8,-0.37,19.2,1.45E-57
9,MAGT1,-0.28,25.4,1.54E-57
9,EIF5A,-0.34,51.2,1.56E-57
9,LRMP,-0.36,10.4,1.75E-57
9,MIAT,-0.27,9.5,1.89E-57
9,METTL9,-0.32,29.4,1.93E-57
9,C1ORF43,-0.37,29.6,2.16E-57
9,PHTF2,-0.53,15.1,2.22E-57
9,SLC25A3,-0.35,67.6,2.29E-57
9,SYNGR2,-0.49,47.9,2.45E-57
9,ARRDC3,-0.49,26.3,2.97E-57
9,PHF20,-0.6,24.4,2.97E-57
9,ZNF101,-0.4,27,3.30E-57
9,STAT5B,-0.34,12.6,4.05E-57
9,MYCBP2,-0.35,33.4,4.22E-57
9,CHMP4A,-0.52,27,4.49E-57
9,C5ORF56,-0.44,20.9,4.88E-57
9,SIVA1,-0.38,23.7,4.91E-57
9,STRAP,-0.38,32.5,5.44E-57
9,PCED1B,-0.35,3.3,5.50E-57
9,CXCR6,-1.08,12.8,5.86E-57
9,KLF2,-0.37,11.9,6.24E-57
9,PMF1,-0.43,20.2,6.31E-57
9,SLU7,-0.36,21.1,6.94E-57
9,TM9SF2,-0.35,34.4,7.98E-57
9,IRF4,-0.44,9.3,8.21E-57
9,STAT5A,-0.26,10.7,8.74E-57
9,BECN1,-0.42,29.6,9.19E-57
9,REL,-0.59,83.2,1.12E-56
9,MOB4,-0.31,16.8,1.31E-56
9,SOD1,-0.34,52.6,1.32E-56
9,GPR132,-0.3,15.9,1.33E-56
9,PARP15,-0.34,36.3,1.57E-56
9,EIF5,-0.53,61.2,1.57E-56
9,PARP1,-0.37,28.7,2.08E-56
9,AIP,-0.51,17.5,2.08E-56
9,NCK1,-0.46,18,2.08E-56
9,MIR663AHG,2.84,70.4,2.20E-56
9,PPP1R12A,-0.33,45.3,2.21E-56
9,METTL8,-0.45,34.1,2.31E-56
9,CCM2,-0.43,11.6,2.33E-56
9,RNF138,-0.41,10.4,2.36E-56
9,H2AFV,-0.44,29.1,2.74E-56
9,CXCR3,-0.7,4.8,3.65E-56
9,DNTTIP2,-0.46,43.6,3.79E-56
9,TSEN54,-0.58,17.3,3.97E-56
9,NXF1,-0.34,30.4,3.99E-56
9,BLOC1S2,-0.46,15.4,4.05E-56
9,PSMF1,-0.39,21.6,4.09E-56
9,LIPA,-0.3,13.7,4.70E-56
9,AMD1,-0.42,33.7,4.89E-56
9,ZNF410,-0.41,16.8,5.39E-56
9,ERGIC2,-0.78,22,5.56E-56
9,TTC39C,-0.48,28,5.86E-56
9,SRRM1,-0.41,56.9,7.07E-56
9,PCNP,-0.32,28.5,7.69E-56
9,LAMP2,-0.4,29.1,7.95E-56
9,UBE2G2,-0.33,23.2,7.98E-56
9,HAUS3,-0.3,16.3,9.66E-56
9,DDAH1,0.27,21.3,1.19E-55
9,OCIAD1,-0.37,30.4,1.19E-55
9,HNRNPH3,-0.41,29.8,1.28E-55
9,PSMA4,-0.52,34.6,1.54E-55
9,OTUB1,-0.4,45.7,1.61E-55
9,FCGBP,0.3,27.2,1.64E-55
9,RNPS1,-0.45,45,1.70E-55
9,SRP54,-0.43,21.6,1.77E-55
9,CEP85L,-0.36,7.1,1.78E-55
9,ETF1,-0.41,29.6,2.01E-55
9,RNF181,-0.4,15.2,2.29E-55
9,CGGBP1,-0.31,15.7,2.36E-55
9,BIRC2,-0.31,18.2,2.44E-55
9,PSIP1,-0.34,34.1,2.64E-55
9,PPP4R3B,-0.36,26.6,3.31E-55
9,SSR3,-0.55,27.2,3.90E-55
9,YIPF5,-0.48,17.5,4.19E-55
9,TMEM50B,-0.31,21.3,4.27E-55
9,RAF1,-0.38,32.9,4.44E-55
9,IL12RB1,-0.29,15.6,4.58E-55
9,UBE2V1,-0.34,40.7,4.69E-55
9,PLP2,-0.51,27,5.14E-55
9,KCTD20,-0.27,20.2,5.51E-55
9,HLA-DQB1,-1.59,27.2,6.32E-55
9,CORO7,-0.33,29.9,6.76E-55
9,IL27RA,-0.27,12.6,7.13E-55
9,HOPX,-1.21,26.3,7.77E-55
9,HLA-DMA,-1.13,22.5,8.46E-55
9,ATP6V1B2,-0.28,18.9,8.84E-55
9,UBE2G1,-0.36,13.7,9.15E-55
9,HNRNPM,-0.46,40.5,1.01E-54
9,NUDT22,-0.27,18.7,1.06E-54
9,DCTN6,-0.59,19.7,1.35E-54
9,ERN1,-0.63,22.7,1.52E-54
9,NAA50,-0.41,26.3,2.07E-54
9,OSTC,-0.61,23.9,2.16E-54
9,TCP1,-0.44,36.7,2.52E-54
9,CLNS1A,-0.31,20.9,2.86E-54
9,SEMA3B,0.33,23.4,2.86E-54
9,PLA2G2A,0.42,23.4,2.98E-54
9,ITGB1,-0.3,42.2,3.46E-54
9,ATP6V1F,-0.35,23.2,3.49E-54
9,TSPYL2,-0.62,17.6,4.27E-54
9,MAPK1,-0.25,20.4,4.40E-54
9,ADD3,-0.49,42.9,5.26E-54
9,DGKA,-0.7,46,6.73E-54
9,RASGRP1,-0.3,5,6.93E-54
9,PYURF,-0.59,8.1,7.11E-54
9,STT3B,-0.36,17.3,7.43E-54
9,TCEA1,-0.31,27.3,8.43E-54
9,PLEKHB2,-0.27,34.9,9.71E-54
9,PLEK,-0.8,25.3,9.91E-54
9,POLR3E,-0.51,16.8,1.02E-53
9,SDHD,-0.26,34.4,1.04E-53
9,NOTCH2NL,-1.09,28.9,1.04E-53
9,DIAPH1,-0.31,23.4,1.05E-53
9,PSMD13,-0.4,33,1.09E-53
9,MR1,-0.33,28,1.13E-53
9,ERBIN,-0.33,21.1,1.15E-53
9,FLT3LG,-0.46,14.5,1.17E-53
9,UBAC2,-0.45,23.2,1.43E-53
9,TMEM165,-0.39,30.4,1.56E-53
9,VDAC3,-0.46,23.4,1.80E-53
9,ADAM8,-0.34,12.6,2.17E-53
9,VPS37B,-0.33,24.7,2.85E-53
9,SAMD3,-0.81,14.9,3.18E-53
9,ELP2,-0.65,25.6,4.26E-53
9,LAMTOR4,-0.4,35.1,5.00E-53
9,DPYD,-0.26,21.6,5.49E-53
9,CELF1,-0.32,20.4,5.82E-53
9,CREB1,-0.44,14.7,6.11E-53
9,CACYBP,-0.74,37.4,6.54E-53
9,CHD1,-0.87,51.4,8.92E-53
9,HSPB11,-0.31,9.7,9.20E-53
9,KLRC4-KLRK1,-0.73,3.5,9.65E-53
9,MED10,-0.49,18.7,9.82E-53
9,DNAJB1,-0.98,73,1.17E-52
9,SPOP,-0.27,26.1,1.33E-52
9,SCAMP3,-0.49,17.1,1.35E-52
9,HIST1H2AM,1.48,23,1.38E-52
9,PSMB7,-0.46,27.9,1.52E-52
9,LRRFIP1,-0.29,68.9,1.62E-52
9,ST14,0.27,32.9,1.84E-52
9,VTI1A,-0.36,26.8,1.94E-52
9,CTSA,-0.4,36.9,2.11E-52
9,CSNK2B,-0.36,37.9,2.28E-52
9,MRFAP1L1,-0.41,16.3,2.35E-52
9,THEMIS2,-0.64,10.7,2.82E-52
9,FAM104A,-0.36,8.5,2.87E-52
9,IRF2,-0.31,18.2,3.09E-52
9,WBP11,-0.26,22.7,3.54E-52
9,COPS8,-0.44,16.6,3.61E-52
9,CCT7,-0.25,34.9,3.73E-52
9,GIT2,-0.31,31,4.38E-52
9,TOMM22,-0.36,12.8,4.59E-52
9,RECQL,-0.3,14.7,4.69E-52
9,TMED9,-0.52,17,5.31E-52
9,CCT4,-0.3,26.3,5.35E-52
9,TPM1,0.4,72.1,5.61E-52
9,COPA,-0.32,40,5.89E-52
9,SUPT4H1,-0.56,10,6.03E-52
9,HMGB2,-0.46,42.6,6.54E-52
9,ADD1,-0.36,27.9,7.54E-52
9,RNASET2,-0.54,36.2,7.80E-52
9,TINF2,-0.34,12.8,8.23E-52
9,ZNF24,-0.26,16.6,8.28E-52
9,NUCB1,-0.33,28,1.27E-51
9,SLC3A2,-0.48,42.4,1.37E-51
9,TWF2,-0.33,14.4,1.38E-51
9,DQX1,0.45,12.1,1.68E-51
9,POLR3GL,-0.51,11.2,1.76E-51
9,CYB561D2,-0.46,8.3,1.87E-51
9,PTDSS1,-0.43,13.1,1.87E-51
9,PIN1,-0.35,17.3,1.93E-51
9,SSR4,-0.89,50.9,2.08E-51
9,DERL2,-0.66,14.4,2.46E-51
9,POLR2K,-0.48,22.8,2.57E-51
9,TM2D3,-0.47,30.4,2.94E-51
9,RTKN,0.26,20.6,3.44E-51
9,CNPY3,-0.41,21.3,4.56E-51
9,BTN3A3,-0.33,8.5,4.72E-51
9,CYCS,-0.26,58.8,5.11E-51
9,CCNC,-0.33,36.2,5.27E-51
9,PITPNB,-0.45,21.5,5.60E-51
9,TMEM43,-0.3,14.5,6.44E-51
9,MAN2B1,-0.34,15.9,7.74E-51
9,RTFDC1,-0.28,24.4,8.05E-51
9,BIN1,-0.35,10.4,8.26E-51
9,PDCD6IP,-0.43,30.3,8.74E-51
9,DEDD2,-0.43,23.7,1.37E-50
9,AUP1,-0.5,43.9,1.81E-50
9,SDHC,-0.42,39.3,2.01E-50
9,PNRC2,-0.27,40.5,2.04E-50
9,JMJD6,-0.42,23,2.09E-50
9,MRPL10,-0.53,10.4,2.30E-50
9,SLBP,-0.45,14.5,2.35E-50
9,SPG11,-0.52,32.4,2.53E-50
9,IGFLR1,-0.35,23.9,2.58E-50
9,NDUFA6,-0.4,21.6,2.67E-50
9,C14ORF166,-0.35,29.1,2.79E-50
9,GIMAP6,-0.28,5,3.05E-50
9,PCNX4,-0.27,33.6,3.12E-50
9,RAB10,-0.31,28.7,3.23E-50
9,ITPR1,-0.26,7.8,3.91E-50
9,SAFB2,-0.39,32.5,4.46E-50
9,ZBTB20,-0.29,60,5.71E-50
9,SNRPA1,-0.46,26.3,5.71E-50
9,LAX1,-0.29,8.7,7.06E-50
9,LGALS8,-0.47,20.9,7.21E-50
9,APOL2,-0.26,15.2,8.95E-50
9,PDLIM2,-0.4,23.5,9.02E-50
9,ATP5B,-0.34,81.7,9.02E-50
9,ARFGAP2,-0.41,20.1,9.04E-50
9,KAT6A,-0.3,29.6,9.10E-50
9,S1PR1,-0.27,4.8,9.13E-50
9,CYP20A1,-0.34,26.5,9.20E-50
9,DHX36,-0.47,35.5,9.42E-50
9,PLS1,0.66,33.2,9.67E-50
9,NDUFA9,-0.3,39.3,1.06E-49
9,AES,-0.57,40.5,1.24E-49
9,C9ORF142,-0.41,28.5,1.32E-49
9,PSMB6,-0.4,32.9,1.35E-49
9,NDUFB9,-0.44,26.1,1.35E-49
9,KLRG1,-0.88,9,1.42E-49
9,SYS1,-0.31,14.5,1.44E-49
9,ZC3H12D,-0.34,21.8,1.61E-49
9,KLRD1,-1.07,63.1,1.65E-49
9,SRP19,-0.45,22.5,1.65E-49
9,YARS,-0.25,34.1,1.69E-49
9,GZMK,-1.18,8,2.16E-49
9,VMP1,-0.33,55.2,2.41E-49
9,ATP6AP1,-0.36,29.6,2.47E-49
9,HAT1,-0.36,25.6,3.08E-49
9,GLRX,-0.6,28.4,3.13E-49
9,SCP2,-0.35,34.8,3.21E-49
9,NCF4,-0.43,4.8,3.31E-49
9,SRSF4,-0.25,42.2,3.67E-49
9,ATXN7,-0.26,17,4.07E-49
9,MAP2K3,-0.34,26,4.60E-49
9,PDCD1,-0.5,0.7,4.88E-49
9,VPS29,-0.45,36.7,5.28E-49
9,NPDC1,0.53,33,5.46E-49
9,PSMC5,-0.39,30.1,5.61E-49
9,NFATC3,-0.27,33.2,5.65E-49
9,COPB1,-0.33,33.7,5.69E-49
9,TXNDC15,-0.38,26.1,5.77E-49
9,HLA-DQA1,-0.83,33.9,5.94E-49
9,ASS1,0.71,28.2,6.40E-49
9,SMARCE1,-0.46,36.9,7.06E-49
9,AZIN1,-0.29,30.4,7.82E-49
9,LIME1,-0.71,17.3,8.04E-49
9,DCAF8,-0.38,23,8.15E-49
9,ANKRD28,-1.1,26,9.13E-49
9,PCNX1,-0.3,22.7,1.07E-48
9,RALY,-0.32,39.3,1.10E-48
9,CDK17,-0.32,11.4,1.21E-48
9,YTHDF2,-0.36,23.9,1.34E-48
9,IFNGR1,-0.56,22.3,1.54E-48
9,MIR4435-2HG,-0.52,19.9,1.70E-48
9,GLCCI1,-0.51,6.4,1.86E-48
9,SEC61A1,-0.32,33,1.87E-48
9,PTGER2,-0.45,5.2,2.13E-48
9,COX7A2L,-0.39,26,2.28E-48
9,CD8B,-1.04,4.7,2.44E-48
9,PPP1R11,-0.3,17.6,2.57E-48
9,CD226,-0.43,11.6,2.95E-48
9,UFC1,-0.36,30.1,2.97E-48
9,CCT8,-0.27,32.5,3.17E-48
9,ARL8B,-0.32,16.8,3.41E-48
9,CLK4,-0.34,18,3.73E-48
9,WDR33,-0.3,19.6,4.11E-48
9,SS18L2,-0.41,12.3,4.25E-48
9,PQLC3,-0.49,10.2,4.52E-48
9,LAMTOR5,-0.29,30.1,4.78E-48
9,CD38,-0.52,13.5,5.44E-48
9,PCF11,-0.3,20.4,5.62E-48
9,SUSD3,-0.55,1.6,5.91E-48
9,SLPI,0.49,14.2,6.08E-48
9,CMC2,-0.32,34.3,6.34E-48
9,KDM2A,-0.29,35.8,6.98E-48
9,ILF2,-0.28,34.6,7.08E-48
9,NKTR,-0.46,59.7,7.73E-48
9,ECH1,-0.29,39.3,8.39E-48
9,OXA1L,-0.32,40,8.39E-48
9,ARL2BP,-0.3,12.5,8.48E-48
9,UTRN,-0.48,55.9,8.50E-48
9,SDHAF2,-0.51,10.7,8.69E-48
9,SNRK,-0.27,13.5,9.09E-48
9,OSTM1,-0.26,24.2,9.65E-48
9,JMJD1C,-0.31,52.4,1.02E-47
9,TMEM156,-0.38,10.7,1.24E-47
9,SLAMF6,-0.39,12.3,1.24E-47
9,IL10RB,-0.38,19.7,1.30E-47
9,TRAPPC4,-0.5,24,1.31E-47
9,SPINT1,0.32,32,1.33E-47
9,MEAF6,-0.31,19,1.52E-47
