Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
29,MGST2,0.26,53.5,4.87E-34
29,MSI2,0.35,56.9,7.18E-34
29,ZNF22,0.26,39.8,8.67E-34
29,MPLKIP,0.3,55.5,8.72E-34
29,HSPB1,0.76,72.9,9.73E-34
29,TRPM4,0.26,52.8,1.04E-33
29,DAP,0.28,55.2,1.39E-33
29,TMEM238,0.38,82.6,2.32E-33
29,SERBP1,0.42,90,2.87E-33
29,DDR1,0.29,52.5,2.99E-33
29,CCDC112,0.27,40.1,3.45E-33
29,LENG8,0.31,46.5,3.88E-33
29,SND1,0.33,55.2,1.17E-32
29,TSPO,0.44,86.6,1.63E-32
29,ASPH,0.29,41.8,1.83E-32
29,TM9SF2,0.37,69.6,1.93E-32
29,STOML2,0.29,63.9,2.34E-32
29,CTBP2,0.33,51.8,2.49E-32
29,H1F0,0.36,59.2,2.59E-32
29,MSMO1,0.38,35.5,2.78E-32
29,TMSB10,0.37,99,2.92E-32
29,PI4KB,0.25,34.1,2.99E-32
29,KLF4,0.38,80.9,3.31E-32
29,NHP2,0.32,60.5,4.82E-32
29,RUSC1,0.25,37.1,5.53E-32
29,TMSB4X,-1,96.3,5.60E-32
29,RAD23A,0.31,59.5,5.77E-32
29,SEM1,0.46,77.3,6.07E-32
29,LRPPRC,0.29,52.5,7.24E-32
29,MRPL4,0.28,45.2,1.24E-31
29,DHX9,0.29,56.5,1.30E-31
29,GFPT1,0.39,70.6,1.39E-31
29,RAC1,0.43,89,2.52E-31
29,JTB,0.55,79.3,3.26E-31
29,PPP2R1A,0.33,63.9,3.29E-31
29,ARF1,0.51,86,3.42E-31
29,RPS16,0.39,99.3,3.69E-31
29,SCP2,0.37,82.3,3.82E-31
29,TSPAN6,0.3,38.5,3.85E-31
29,C1orf43,0.35,59.2,5.46E-31
29,NUCKS1,0.54,83.9,6.64E-31
29,POP7,0.26,40.1,7.68E-31
29,GNL3,0.29,54.2,8.39E-31
29,MLEC,0.37,66.6,1.14E-30
29,FAM136A,0.28,53.2,1.51E-30
29,NCOA7,0.36,48.2,1.63E-30
29,RACK1,0.4,95.3,1.94E-30
29,FAM83F,0.27,27.4,1.99E-30
29,TMEM176B,0.4,62.9,2.09E-30
29,KNOP1,0.27,49.2,2.13E-30
29,PTGES2,0.27,49.8,2.35E-30
29,GARS,0.28,45.8,3.19E-30
29,CLCA1,0.29,29.1,4.01E-30
29,RPL35A,0.36,98.3,6.15E-30
29,INF2,0.25,55.5,6.21E-30
29,CD48,-1.16,2,7.62E-30
29,EPHA2,0.32,29.8,8.94E-30
29,DUSP1,-1,53.2,1.30E-29
29,AK3,0.32,58.5,1.34E-29
29,GALNT7,0.32,56.2,1.53E-29
29,PTPRC,-1.63,5.4,1.58E-29
29,NET1,0.34,62.9,1.99E-29
29,AKR1A1,0.33,60.9,2.27E-29
29,PSMD4,0.3,59.9,2.44E-29
29,RPS19,0.42,99,3.57E-29
29,CBX3,0.28,68.2,3.82E-29
29,MTMR11,0.27,33.4,4.08E-29
29,EEF2,0.46,93.3,4.31E-29
29,FDPS,0.36,59.9,7.72E-29
29,RPL36A,0.39,79.9,8.87E-29
29,SEC61G,0.49,86.3,1.02E-28
29,TIMM13,0.36,70.2,1.22E-28
29,WDR6,0.25,43.8,2.66E-28
29,ARGLU1,0.5,91.3,2.78E-28
29,RPL22L1,0.51,78.3,3.35E-28
29,CCT2,0.27,59.2,4.50E-28
29,VDAC2,0.4,67.6,4.82E-28
29,RPS25,0.44,89.3,7.09E-28
29,KCNK6,0.35,54.8,8.21E-28
29,LEFTY1,0.43,29.1,8.22E-28
29,SRP9,0.41,66.2,8.47E-28
29,HIPK2,0.31,55.9,8.52E-28
29,COPZ1,0.3,59.5,1.41E-27
29,LAMTOR2,0.32,60.9,1.45E-27
29,DEFA5,4.12,11.4,1.52E-27
29,RPL28,0.43,99,1.69E-27
29,LSM7,0.38,79.9,1.84E-27
29,THOC7,0.26,56.2,1.87E-27
29,HBEGF,0.51,47.2,1.94E-27
29,NDUFA4,0.44,88.3,2.04E-27
29,ATP5MF,0.45,75.9,2.07E-27
29,FXYD3,-0.51,89.3,3.24E-27
29,GMFG,-0.95,2,3.26E-27
29,BRD9,0.28,46.5,6.33E-27
29,PPA1,0.38,75.9,6.93E-27
29,ZNF593,0.3,48.8,7.29E-27
29,CCT4,0.25,63.5,8.46E-27
29,RPL22,0.43,87.6,1.02E-26
29,NDUFB9,0.26,55.9,1.63E-26
29,CCNL2,0.25,56.2,2.06E-26
29,CMPK1,0.33,76.3,3.20E-26
29,PYCARD,0.26,64.5,4.79E-26
29,DSTN,0.34,84.6,5.32E-26
29,AHCYL1,0.27,60.9,5.48E-26
29,SLC35A1,0.25,28.4,7.41E-26
29,ARL1,0.32,53.8,7.57E-26
29,RAB2A,0.4,75.3,7.67E-26
29,KRT19,-0.33,91,1.27E-25
29,OS9,0.29,70.9,1.38E-25
29,RPL30,0.4,95.3,1.91E-25
29,CHCHD2,0.35,91.6,2.06E-25
29,ZFAS1,0.38,80.3,3.06E-25
29,AHI1,0.27,59.9,4.00E-25
29,IER3,0.36,87.3,4.35E-25
29,ANXA2,0.32,84.3,5.09E-25
29,ERGIC1,0.27,55.9,6.19E-25
29,HSPA2,0.26,38.5,9.57E-25
29,APH1A,0.26,57.2,9.70E-25
29,RGS1,-1.63,8,1.11E-24
29,SSR2,0.44,80.6,1.61E-24
29,NDUFC1,0.27,70.9,1.92E-24
29,CD63,0.33,94.6,2.13E-24
29,HMGCS1,0.42,44.5,2.26E-24
29,RALBP1,0.27,63.5,2.63E-24
29,BTG1,-1.21,80.6,6.16E-24
29,NORAD,0.32,69.9,6.87E-24
29,AAMP,0.25,48.8,7.48E-24
29,PRKCSH,0.32,63.9,8.78E-24
29,EIF3D,0.3,70.9,9.35E-24
29,SLC25A6,0.35,91,1.14E-23
29,NACA,0.31,96.3,1.68E-23
29,RPL6,0.36,98,2.00E-23
29,HDLBP,0.38,78.6,2.19E-23
29,PTBP3,0.28,70.9,2.51E-23
29,GYPC,-0.69,0.7,3.75E-23
29,RPL18A,0.41,96.3,4.03E-23
29,RPL13A,0.32,99,5.31E-23
29,EIF3H,0.32,78.9,5.85E-23
29,IER5,0.47,80.3,7.92E-23
29,UAP1,0.27,53.8,1.11E-22
29,UFC1,0.4,71.2,1.51E-22
29,LAMTOR5,0.28,72.9,1.85E-22
29,ITPR2,0.36,49.8,1.93E-22
29,VPS51,0.27,62.9,2.60E-22
29,NDUFV3,0.26,47.8,3.89E-22
29,PKM,0.33,73.9,4.74E-22
29,B2M,-0.84,42.1,4.79E-22
29,CD52,-1.59,4,7.15E-22
29,GADD45G,0.33,37.5,8.22E-22
29,YWHAE,0.36,80.3,9.67E-22
29,TOMM7,0.3,92.3,9.99E-22
29,TCEAL8,0.27,38.5,1.28E-21
29,RPL3,0.29,99.3,1.28E-21
29,PDIA4,0.38,66.9,1.72E-21
29,CD53,-0.89,2.3,1.99E-21
29,YBX1,0.34,91.6,2.04E-21
29,RPSA,0.27,96,2.14E-21
29,RPL5,0.36,95,2.34E-21
29,ATF3,0.54,57.2,2.49E-21
29,CDC37,0.29,78.6,2.84E-21
29,SRSF11,0.28,83.6,3.13E-21
29,CD69,-1.6,3.3,3.76E-21
29,NDUFS6,0.31,85.6,4.53E-21
29,CYTIP,-1,9.7,6.48E-21
29,ISG20,-0.98,21.4,7.48E-21
29,CD164,0.32,73.2,7.71E-21
29,LMNA,0.28,68.6,9.83E-21
29,HSD17B12,0.32,47.2,1.01E-20
29,RPL10A,0.31,97.7,1.06E-20
29,RARRES3,-0.96,6,1.10E-20
29,TM9SF3,0.32,77.9,1.38E-20
29,CD37,-1.04,2,1.59E-20
29,GSN,-0.26,70.9,2.38E-20
29,PSMB7,0.25,63.5,2.90E-20
29,BST2,-0.74,6.7,3.01E-20
29,RPS9,0.31,96,4.45E-20
29,ATP5MC2,0.34,75.9,4.58E-20
29,TUFM,0.29,77.9,5.48E-20
29,MLXIP,0.28,64.9,5.92E-20
29,RPS23,0.25,97,6.30E-20
29,APEX1,0.28,47.5,6.73E-20
29,JUNB,-0.93,87.3,6.97E-20
29,SSBP1,0.29,64.2,7.61E-20
29,EIF5B,0.28,79.6,7.70E-20
29,CANX,0.3,73.6,8.04E-20
29,C9orf16,0.35,74.6,1.10E-19
29,EMP3,-0.86,9.7,1.13E-19
29,RPS4X,0.3,99,1.40E-19
29,LSM4,0.26,56.9,1.81E-19
29,TTC3,0.29,75.6,2.17E-19
29,C19orf70,0.25,71.6,3.69E-19
29,PRDM1,-0.89,6.7,4.06E-19
29,GNB2,0.27,71.9,4.60E-19
29,HLA-C,-0.55,84.9,4.77E-19
29,RAN,0.3,77.6,5.24E-19
29,EEF1A1,0.28,90,5.45E-19
29,ATP6V0B,0.32,74.9,6.45E-19
29,SET,0.29,77.9,8.47E-19
29,P4HB,0.36,79.6,8.70E-19
29,LSP1,-0.75,3,8.75E-19
29,SEC61A1,0.29,58.5,1.21E-18
29,EVI2B,-0.68,2.7,1.34E-18
29,DDX5,-0.64,87.3,1.55E-18
29,ST13,0.28,74.2,1.86E-18
29,H3F3B,-0.55,95,3.35E-18
29,ATP5F1B,0.33,81.9,6.58E-18
29,ZNF331,-1.29,4.7,6.67E-18
29,EIF2S2,0.26,70.2,8.26E-18
29,LCP1,-1.09,3,1.04E-17
29,JUND,-0.62,92,1.43E-17
29,GNG5,0.32,81.9,1.68E-17
29,RPS27L,0.28,79.3,1.84E-17
29,PRDX5,0.3,84.9,1.85E-17
29,FYB1,-1.13,2,2.56E-17
29,HLA-E,-0.65,84.3,2.61E-17
29,MZB1,-1.55,1.3,2.68E-17
29,POLR2L,0.31,83.3,3.09E-17
29,EIF1,-0.6,90.3,3.14E-17
29,KAT6B,0.25,47.8,3.27E-17
29,LGALS1,-1.37,13.4,4.03E-17
29,CD27,-0.66,0.7,5.11E-17
29,ELOB,0.25,92,5.58E-17
29,C8orf59,0.28,63.5,5.89E-17
29,EIF5A,0.26,73.6,6.60E-17
29,FNBP1,-0.71,8.4,8.81E-17
29,INSIG1,0.27,40.5,9.94E-17
29,GPR183,-1.22,2,1.10E-16
29,CLEC2B,-0.85,1.3,1.30E-16
29,PHGR1,-1.32,95,1.96E-16
29,ANP32B,0.26,78.9,2.00E-16
29,IFI6,0.3,40.1,2.78E-16
29,TMEM258,0.27,75.3,3.41E-16
29,CENPF,0.58,21.4,4.67E-16
29,TMED2,0.29,66.9,5.79E-16
29,RPL4,0.25,89.6,6.04E-16
29,RHOH,-0.72,2,6.67E-16
29,HCST,-1.02,3,1.54E-15
29,GLIPR1,-0.73,2.3,1.57E-15
29,MSN,-0.79,8,2.12E-15
29,UBC,-0.38,93.6,3.00E-15
29,HCLS1,-0.58,2,3.65E-15
29,HMGB1,0.26,91.3,3.83E-15
29,LAPTM5,-1.19,7.7,4.59E-15
29,TAGAP,-0.68,1.7,4.93E-15
29,CD79A,-0.76,1.7,5.19E-15
29,CA1,-1.94,0,5.84E-15
29,GUK1,0.29,83.3,9.16E-15
29,KRTCAP2,0.32,52.8,1.01E-14
29,CD3D,-1.3,1.7,1.03E-14
29,HSPA6,0.51,19.4,1.41E-14
29,ARHGDIB,-1.13,18.1,2.36E-14
29,CA2,-1.53,10,2.56E-14
29,IL7R,-1.93,2.7,4.05E-14
29,HLA-DPA1,-1.54,5,1.06E-13
29,SAMSN1,-0.86,2.7,1.08E-13
29,CREM,-1.16,7.7,1.57E-13
29,STK17B,-0.86,22.7,1.90E-13
29,CXCL8,-0.59,23.7,2.03E-13
29,SPP1,-0.87,10.7,2.11E-13
29,HSPA1B,0.34,85.3,2.57E-13
29,EIF3A,0.27,75.6,3.13E-13
29,SMAP2,-0.94,19.7,3.94E-13
29,TNFRSF17,-0.56,0.3,4.06E-13
29,MEF2C,-0.39,0,4.12E-13
29,TRIB1,0.32,45.2,5.29E-13
29,APBB1IP,-0.58,0.7,6.07E-13
29,COTL1,-0.96,12.7,7.89E-13
29,TRAC,-1.11,3,9.38E-13
29,MALAT1,-0.49,100,1.21E-12
29,RAC2,-0.78,12.4,1.28E-12
29,CXCR4,-2.1,20.4,1.40E-12
29,SLC2A3,-0.83,3.3,1.55E-12
29,OLFM4,0.95,22.1,1.71E-12
29,CD2,-1.17,2.7,2.04E-12
29,IKZF3,-0.61,1.3,2.13E-12
29,PIM2,-0.58,6.7,2.19E-12
29,IGKC,-4.43,93.3,2.70E-12
29,SLAMF7,-0.38,1,2.84E-12
29,CD3E,-0.98,2.7,3.23E-12
29,ARL4C,-0.95,5.7,4.72E-12
29,CD3G,-0.95,1.3,5.38E-12
29,SLC26A3,-2.18,4.7,5.88E-12
29,HERPUD1,-0.83,56.2,9.24E-12
29,BASP1,-0.58,2.3,9.48E-12
29,TRBC1,-1.2,0,9.61E-12
29,LTB,-1.3,3.7,1.05E-11
29,HLA-DPB1,-1.59,3.7,1.20E-11
29,CCDC69,-0.33,0.3,1.49E-11
29,RHOB,0.32,62.9,1.61E-11
29,TGFB1,-0.38,1,2.08E-11
29,DOCK2,-0.42,0.7,2.81E-11
29,SLA,-0.68,0.7,3.86E-11
29,LY96,-0.27,0.7,4.15E-11
29,GOLGB1,0.27,89.6,4.24E-11
29,A1BG,-0.3,0.7,6.44E-11
29,ADIRF,-0.39,45.5,6.81E-11
29,CD38,-0.27,0,8.43E-11
29,PDE4B,-0.59,5.7,9.34E-11
29,MT1M,-0.96,2.7,9.58E-11
29,TRBC2,-1.07,3.7,1.01E-10
29,ITM2A,-0.63,3.3,1.04E-10
29,QKI,-0.36,1.3,1.37E-10
29,KLHL6,-0.27,0,1.77E-10
29,NR3C1,-0.45,1,1.81E-10
29,IKZF1,-0.49,2.3,1.85E-10
29,RORA,-0.64,2,1.89E-10
29,DUSP5,-0.68,13.4,2.10E-10
29,PKIB,-0.75,4.7,2.14E-10
29,ITGA4,-0.37,0.3,2.77E-10
29,RBMS1,-0.45,1,2.88E-10
29,IRF4,-0.45,1,3.74E-10
29,TNFRSF18,-0.53,1,4.32E-10
29,IL10RA,-0.37,1.3,4.35E-10
29,TMEM54,-0.48,73.2,4.93E-10
29,JCHAIN,-4.18,36.8,5.25E-10
29,SELENBP1,-0.59,54.8,6.80E-10
29,CD79B,-0.39,0.3,6.99E-10
29,MS4A12,-0.95,1.7,7.07E-10
29,DERL3,-0.58,4.3,7.77E-10
29,SARAF,-0.68,55.2,8.61E-10
29,CDKN2B-AS1,-0.58,0,1.25E-09
29,RCSD1,-0.38,0.7,1.49E-09
29,ISG15,-1.2,27.8,1.97E-09
29,SEPT6,-0.4,2.3,2.25E-09
29,ITGB2,-0.58,1.7,2.45E-09
29,IGKJ5,-0.53,0,2.54E-09
29,NCKAP1L,-0.35,0.7,2.65E-09
29,IGHA2,-3.12,9.7,2.73E-09
29,GADD45B,-0.73,35.8,2.76E-09
29,ODC1,0.41,56.5,2.81E-09
29,FABP1,-2.72,27.4,3.12E-09
29,IRF1,-0.7,48.8,3.46E-09
29,CD7,-0.86,2.3,3.46E-09
29,PTPN22,-0.6,3,3.83E-09
29,KLRB1,-1.33,1,3.96E-09
29,GUCA2B,-1.98,1.3,3.98E-09
29,SLC26A2,-0.57,1,4.65E-09
29,SOCS3,-0.59,18.1,5.41E-09
29,CORO1A,-0.63,6,5.56E-09
29,CEACAM7,-1.64,5.7,5.84E-09
29,TCF4,-0.48,4,7.65E-09
29,NFKBIA,-0.77,60.2,8.39E-09
29,CA4,-0.82,0.3,9.14E-09
29,TMPRSS2,-0.26,45.5,9.24E-09
29,TENT5C,-0.69,27.4,1.06E-08
29,GPR65,-0.59,1,1.26E-08
29,SCNN1B,-0.36,0.3,1.26E-08
29,YPEL5,-0.77,40.5,1.32E-08
29,SP110,-0.44,6.7,1.32E-08
29,AQP8,-1.88,1,1.41E-08
29,CHST11,-0.3,0.3,1.45E-08
29,MISP,-0.37,55.2,1.66E-08
29,ADA2,-0.28,2.7,1.67E-08
29,RUNX3,-0.63,4.7,1.81E-08
29,AC004687.1,-0.39,1.7,2.12E-08
29,HLA-DRB1,-1.3,5.4,2.20E-08
29,LGALS2,-0.59,3.7,2.42E-08
29,ALOX5AP,-0.67,3.7,2.56E-08
29,MDFIC,-0.33,3,2.58E-08
29,WAS,-0.35,1,2.66E-08
29,BIRC3,-0.53,7.4,2.80E-08
29,VAMP5,-0.38,5.4,3.21E-08
29,LCP2,-0.5,2,4.52E-08
29,STK17A,-0.61,10,4.63E-08
29,FGL2,-0.51,0.3,4.83E-08
29,ICAM3,-0.49,18.4,5.21E-08
29,DOCK10,-0.37,1.3,5.31E-08
29,ACTG1,0.3,96.3,5.42E-08
29,VSIR,-0.43,11.7,6.09E-08
29,IL16,-0.27,0.3,6.26E-08
29,GIMAP4,-0.46,0.3,7.25E-08
29,ST8SIA4,-0.25,0.3,7.64E-08
29,CD177,-0.98,1.7,7.75E-08
29,CCL5,-1.73,3.3,7.78E-08
29,IGHA1,-4.06,55.5,7.97E-08
29,TYMP,-0.57,13.4,8.84E-08
29,CST7,-0.61,1,1.00E-07
29,CLEC2D,-0.63,4.7,1.13E-07
29,RASSF5,-0.35,2.3,1.26E-07
29,SNRPN,-0.27,2.3,1.42E-07
29,TNFRSF1B,-0.58,6.4,1.69E-07
29,DAPP1,-0.27,1.7,1.72E-07
29,GIMAP7,-0.54,1.3,2.58E-07
29,CALM1,-0.44,73.2,2.62E-07
29,HHLA2,-0.33,1,2.84E-07
29,PDCD4,-0.65,59.5,2.86E-07
29,SLC51B,-0.47,1.3,3.05E-07
29,KLF2,-0.89,27.4,3.52E-07
29,SLC17A4,-0.48,2.7,4.41E-07
29,HPGD,-0.71,7.7,4.41E-07
29,SH3KBP1,-0.51,27.4,5.67E-07
29,S100A4,-1.44,29.4,6.14E-07
29,FKBP5,-0.65,17.7,6.55E-07
29,PIP4K2A,-0.54,8.4,7.42E-07
29,WIPF1,-0.46,8,7.57E-07
29,TNFAIP3,-1.41,34.4,8.20E-07
29,ANXA1,-1.23,12.7,8.41E-07
29,ST6GAL1,-0.3,7.7,9.08E-07
29,ACAP1,-0.32,1.7,1.00E-06
29,PLOD2,-0.33,2.3,1.01E-06
29,ID3,-0.5,24.7,1.15E-06
29,GLIPR2,-0.3,2.7,1.17E-06
29,APOBEC3G,-0.33,1.3,1.18E-06
29,CLCA4,-1.97,2.3,1.37E-06
29,EZR,-0.44,71.6,1.49E-06
29,NR4A2,-1.04,36.1,1.59E-06
29,NR4A3,-0.59,5.7,1.63E-06
29,POU2AF1,-0.28,5,1.76E-06
29,TAGLN,-0.65,15.7,1.77E-06
29,POU2F2,-0.39,5.7,1.77E-06
29,FMNL1,-0.28,2.3,2.42E-06
29,SH3BP5,-0.31,4.7,2.68E-06
29,HLA-DRB5,-0.83,3.7,2.88E-06
29,RHOC,-0.29,63.9,3.26E-06
29,DHRS9,-0.39,2.3,3.63E-06
29,DOCK8,-0.37,5.4,3.94E-06
29,HLA-DMA,-0.3,2.3,3.98E-06
29,LPXN,-0.3,4,4.15E-06
29,SEPT1,-0.35,4,4.31E-06
29,AC016831.7,-0.31,3,5.12E-06
29,PREX1,-0.34,3,5.47E-06
29,EVL,-0.38,2.7,5.98E-06
29,AC058791.1,-0.74,20.1,6.16E-06
29,BIN2,-0.28,2.7,6.22E-06
29,IDS,-0.45,20.7,6.98E-06
29,C2orf88,-0.55,9.4,7.14E-06
29,SAMHD1,-0.4,5.7,7.41E-06
29,LINC02023,-0.36,2,7.82E-06
29,PPM1K,-0.41,9,8.42E-06
5,CLCA1,3.86,78.1,0
5,SPINK4,3.72,79.8,0
5,ITLN1,3.55,92.7,0
5,TFF3,3.18,99.8,0
5,FCGBP,2.92,99.5,0
5,MUC2,2.62,99,0
5,KLK1,2.48,91.4,0
5,REP15,2.43,88.1,0
5,WFDC2,2.33,72.5,0
5,ST6GALNAC1,2.21,89.4,0
5,AGR2,2.02,94.6,0
5,REG4,1.99,48.1,0
5,ZG16,1.96,83.4,0
5,SPINK1,1.96,85,0
5,SERPINA1,1.81,81.6,0
5,HEPACAM2,1.51,61.3,0
5,SPDEF,1.49,67.8,0
5,MUC4,1.36,77.7,0
5,ERN2,1.31,74.2,0
5,FAM3D,1.3,92.1,0
5,SLC12A2,1.29,76.7,0
5,SYTL2,1.29,74.3,0
5,RETNLB,1.26,34.1,0
5,CDC42EP5,1.25,89.5,0
5,FRYL,1.23,83.4,0
5,TCIM,1.22,52.6,0
5,RASD1,1.22,64,0
5,MLPH,1.22,62.2,0
5,RNASE1,1.21,60.1,0
5,ANO7,1.21,48.2,0
5,RAP1GAP,1.2,51.9,0
5,BEST2,1.2,45.7,0
5,ATOH1,1.2,48.2,0
5,CREB3L1,1.19,61.7,0
5,KIAA1324,1.19,55.8,0
5,TPSG1,1.17,51,0
5,KLF4,1.16,85.4,0
5,TCEA3,1.15,70.9,0
5,IGFBP2,1.15,56.3,0
5,HSD11B2,1.13,72.5,0
5,LGALS4,1.13,98.2,0
5,GMDS,1.12,65.2,0
5,NEDD4L,1.09,59,0
5,KRT18,1.09,98.2,0
5,WNK4,1.07,52.2,0
5,L1TD1,1.07,33,0
5,CRACR2B,1.03,57.8,0
5,TPM1,1.03,84.4,0
5,GALNT5,1.01,51.7,0
5,ARFGEF3,1,47.6,0
5,GNE,0.99,49.4,0
5,B3GNT6,0.99,41.2,0
5,SCNN1A,0.98,64.6,0
5,GALNT12,0.98,58.2,0
5,ATP2C2,0.96,52.4,0
5,FABP2,0.95,55.4,0
5,NUPR1,0.91,54,0
5,TSPAN13,0.91,49.8,0
5,BCAS1,0.9,44.7,0
5,NEURL1,0.9,45.9,0
5,ENTPD8,0.89,60.1,0
5,HPCAL1,0.89,52,0
5,VSIG2,0.89,64,0
5,ELF3,0.89,94.3,0
5,AKAP9,0.88,90.3,0
5,GALNT7,0.87,56.9,0
5,NXPE1,0.86,52.4,0
5,MCF2L,0.86,39.7,0
5,NANS,0.85,68.6,0
5,ATP2A3,0.85,62.1,0
5,PRUNE2,0.84,35.6,0
5,AGR3,0.84,60,0
5,FOXA3,0.84,44.3,0
5,GFPT1,0.83,62.5,0
5,NXPE4,0.83,50.3,0
5,AC005833.1,0.83,34.7,0
5,GALNT3,0.83,51.7,0
5,TSTA3,0.83,56.9,0
5,RAB26,0.83,32,0
5,SH3PXD2A,0.83,50.9,0
5,CKAP4,0.82,48.4,0
5,DLL1,0.82,34.5,0
5,URAD,0.81,39.1,0
5,EHF,0.81,57.7,0
5,ANXA13,0.8,37.5,0
5,SMIM14,0.8,64.3,0
5,GSE1,0.79,50,0
5,ESRP1,0.78,50.2,0
5,DOPEY2,0.78,42.4,0
5,AC103702.2,0.78,62.2,0
5,PRAC1,0.78,30,0
5,HID1,0.78,37.8,0
5,DNAJC10,0.78,44.9,0
5,TM9SF3,0.78,71.8,0
5,HMGCS2,0.77,59.5,0
5,SNORC,0.76,42.4,0
5,FAM83E,0.76,41.3,0
5,PRKAG2,0.76,42.8,0
5,QSOX1,0.75,53.1,0
5,RAB27A,0.75,50,0
5,SLC4A7,0.74,43.6,0
5,S100P,0.74,39.9,0
5,FMOD,0.74,34.3,0
5,IL1R2,0.73,33.1,0
5,PLCB4,0.73,46.5,0
5,MIA3,0.73,49.7,0
5,IL13RA1,0.73,48.7,0
5,HDLBP,0.73,70.4,0
5,B4GALNT2,0.72,34.1,0
5,LGALS9,0.72,59.7,0
5,ERGIC1,0.71,51.1,0
5,CBFA2T2,0.7,37.2,0
5,TRPM4,0.7,51.6,0
5,GDF15,0.7,39.2,0
5,ABLIM1,0.7,52.7,0
5,ALDH1A1,0.7,39.7,0
5,ACSS2,0.7,49.8,0
5,SLC44A4,0.69,72.6,0
5,RPL36,0.69,96.3,0
5,SLC39A11,0.69,36.2,0
5,FAM13A,0.68,42.8,0
5,GOLGB1,0.68,84.9,0
5,KCNK6,0.67,48.3,0
5,ETS2,0.67,61.1,0
5,PPP1R1B,0.65,48.4,0
5,HES6,0.65,34.5,0
5,XBP1,0.65,80.8,0
5,KCNQ1OT1,0.65,69.4,0
5,EMP2,0.65,52.8,0
5,IER3,0.65,79.4,0
5,CLMN,0.65,48.8,0
5,UNC13B,0.65,32.1,0
5,CAPN9,0.64,28.7,0
5,DNAJC12,0.64,30.3,0
5,SNHG18,0.64,39.8,0
5,CANT1,0.64,45,0
5,FUT6,0.64,38.3,0
5,MBOAT2,0.64,35.9,0
5,SOX9,0.63,46.3,0
5,H1F0,0.63,55.8,0
5,DISP2,0.63,25.3,0
5,MUC5B,0.62,31.8,0
5,MYO5C,0.62,37.7,0
5,MB,0.62,27.6,0
5,CTBP2,0.62,42.7,0
5,PRDX5,0.62,74.2,0
5,SLC9A3R2,0.62,37.5,0
5,SLC39A7,0.62,47.8,0
5,CRACR2A,0.62,29.1,0
5,ATP8B1,0.61,57.6,0
5,RRBP1,0.61,81.7,0
5,NUMA1,0.61,47.4,0
5,MAP7,0.6,46.3,0
5,HMG20B,0.6,38.7,0
5,AL390719.2,0.6,26.5,0
5,ZKSCAN1,0.6,57,0
5,SLC22A23,0.6,34.2,0
5,ITGA6,0.6,58.7,0
5,CDX2,0.6,56.4,0
5,CHCHD10,0.6,78.7,0
5,CA12,0.59,59.1,0
5,D2HGDH,0.59,35.3,0
5,PTPRF,0.59,56.6,0
5,SIPA1L2,0.58,40.1,0
5,GALNT8,0.58,22.3,0
5,KLF5,0.58,65.4,0
5,APP,0.58,62.1,0
5,CEP126,0.57,23.1,0
5,TMEM61,0.57,27.3,0
5,SOX4,0.57,68.2,0
5,ERI3,0.57,31.5,0
5,GSN,0.57,75.1,0
5,PADI2,0.56,43.1,0
5,CAMK2N1,0.56,72.1,0
5,NPIPB15,0.55,24.6,0
5,DHX32,0.55,35.9,0
5,TMEM238,0.55,69.8,0
5,CHDH,0.54,31.5,0
5,SMIM22,0.54,79,0
5,B4GALT4,0.54,33.7,0
5,RASSF7,0.54,50.5,0
5,FGFR2,0.53,24.5,0
5,RARRES1,0.53,37.8,0
5,ARFIP2,0.53,34.4,0
5,TTC39A,0.53,28.4,0
5,CREB3L4,0.52,23.6,0
5,GPR153,0.52,21.7,0
5,RAB15,0.52,25.2,0
5,DSP,0.52,66.1,0
5,SCGB2A1,0.51,22.7,0
5,AC012485.3,0.5,20.7,0
5,KRT8,0.5,96.2,0
5,FSIP2,0.5,24,0
5,MLLT3,0.5,37,0
5,WNK2,0.5,26,0
5,RASEF,0.49,34.8,0
5,CLDN4,0.49,89.3,0
5,NR3C2,0.49,35.8,0
5,AMN,0.49,56.7,0
5,CLDN3,0.49,86.9,0
5,CAPN5,0.48,41,0
5,ANKRD18A,0.48,20.4,0
5,PLXDC2,0.48,31.7,0
5,TMC4,0.48,41,0
5,MARCKSL1,0.48,65.9,0
5,KCNMA1,0.47,18.9,0
5,ALDH1L1,0.47,20.1,0
5,MFSD4A,0.47,22.5,0
5,PLA2G10,0.47,39.7,0
5,ARHGEF38,0.47,21.4,0
5,S100A14,0.46,65.7,0
5,SLC9A2,0.46,29.3,0
5,CCNJL,0.45,20.6,0
5,CD9,0.45,73.2,0
5,C3orf52,0.45,19.1,0
5,SYT7,0.44,20.3,0
5,SH3BGRL3,0.44,89.3,0
5,COL16A1,0.44,17.3,0
5,SLC12A8,0.44,19,0
5,FRZB,0.44,20.2,0
5,PTPRN2,0.43,24,0
5,LRRC26,0.43,17.8,0
5,SLC7A8,0.43,21.1,0
5,SCN9A,0.43,19.1,0
5,SMAD9,0.41,18,0
5,PPDPF,0.4,89.7,0
5,ZBTB7C,0.4,24.7,0
5,RFLNA,0.4,22.3,0
5,GPX2,0.39,53.9,0
5,MT1G,0.39,67,0
5,CBFA2T3,0.39,19,0
5,AP002498.1,0.39,17.3,0
